weather_id,store_id,weather_condition,date
13218,18,Sunny,2019-08-09
13219,19,Sunny,2019-08-09
13220,20,Sunny,2019-08-09
13221,21,Breezy,2019-08-09
13222,22,Sunny,2019-08-09
13223,23,Humid,2019-08-09
13224,24,Thunderstorms,2019-08-09
13225,25,Dry,2019-08-09
13226,26,Breezy,2019-08-09
13227,27,Sunny,2019-08-09
13228,28,Breezy,2019-08-09
13229,29,Lightning,2019-08-09
13230,30,Breezy,2019-08-09
13231,31,Humid,2019-08-09
13232,32,Sunny,2019-08-09
13233,33,Thunderstorms,2019-08-09
13234,34,Dry,2019-08-09
13235,35,Humid,2019-08-09
13236,36,Thunderstorms,2019-08-09
13237,37,Lightning,2019-08-09
13238,38,Humid,2019-08-09
13239,39,Breezy,2019-08-09
13240,40,Lightning,2019-08-09
13241,41,Sunny,2019-08-09
13242,42,Breezy,2019-08-09
13243,43,Sunny,2019-08-09
13244,44,Hot,2019-08-09
13245,45,Thunderstorms,2019-08-09
13246,46,Sunny,2019-08-09
13247,47,Lightning,2019-08-09
13248,48,Thunderstorms,2019-08-09
13249,49,Sunny,2019-08-09
13250,50,Humid,2019-08-09
13251,51,Thunderstorms,2019-08-09
13252,52,Breezy,2019-08-09
13253,53,Hot,2019-08-09
13254,54,Lightning,2019-08-09
13255,55,Sunny,2019-08-09
13256,56,Sunny,2019-08-09
13257,57,Hot,2019-08-09
13258,58,Breezy,2019-08-09
13259,59,Breezy,2019-08-09
13260,60,Thunderstorms,2019-08-09
13261,1,Dry,2019-08-10
13262,2,Humid,2019-08-10
13263,3,Hot,2019-08-10
13264,4,Hot,2019-08-10
13265,5,Thunderstorms,2019-08-10
13266,6,Breezy,2019-08-10
13267,7,Lightning,2019-08-10
13268,8,Hot,2019-08-10
13269,9,Thunderstorms,2019-08-10
13270,10,Dry,2019-08-10
13271,11,Thunderstorms,2019-08-10
13272,12,Hot,2019-08-10
13273,13,Hot,2019-08-10
13274,14,Sunny,2019-08-10
13275,15,Dry,2019-08-10
13276,16,Breezy,2019-08-10
13277,17,Humid,2019-08-10
13278,18,Thunderstorms,2019-08-10
13279,19,Sunny,2019-08-10
13280,20,Sunny,2019-08-10
13281,21,Hot,2019-08-10
13282,22,Thunderstorms,2019-08-10
13283,23,Dry,2019-08-10
13284,24,Sunny,2019-08-10
13285,25,Dry,2019-08-10
13286,26,Humid,2019-08-10
13287,27,Thunderstorms,2019-08-10
13288,28,Dry,2019-08-10
13289,29,Dry,2019-08-10
13290,30,Hot,2019-08-10
13291,31,Lightning,2019-08-10
13292,32,Hot,2019-08-10
13293,33,Thunderstorms,2019-08-10
13294,34,Thunderstorms,2019-08-10
13295,35,Lightning,2019-08-10
13296,36,Hot,2019-08-10
13297,37,Hot,2019-08-10
13298,38,Thunderstorms,2019-08-10
13299,39,Hot,2019-08-10
13300,40,Sunny,2019-08-10
13301,41,Sunny,2019-08-10
13302,42,Hot,2019-08-10
13303,43,Humid,2019-08-10
13304,44,Hot,2019-08-10
13305,45,Breezy,2019-08-10
13306,46,Sunny,2019-08-10
13307,47,Humid,2019-08-10
13308,48,Dry,2019-08-10
13309,49,Lightning,2019-08-10
13310,50,Breezy,2019-08-10
13311,51,Thunderstorms,2019-08-10
13312,52,Thunderstorms,2019-08-10
13313,53,Hot,2019-08-10
13314,54,Sunny,2019-08-10
13315,55,Hot,2019-08-10
13316,56,Dry,2019-08-10
13317,57,Lightning,2019-08-10
13318,58,Lightning,2019-08-10
13319,59,Thunderstorms,2019-08-10
13320,60,Hot,2019-08-10
13321,1,Lightning,2019-08-11
13322,2,Sunny,2019-08-11
13323,3,Sunny,2019-08-11
13324,4,Lightning,2019-08-11
13325,5,Sunny,2019-08-11
13326,6,Hot,2019-08-11
13327,7,Sunny,2019-08-11
13328,8,Lightning,2019-08-11
13329,9,Thunderstorms,2019-08-11
13330,10,Dry,2019-08-11
13331,11,Lightning,2019-08-11
13332,12,Lightning,2019-08-11
13333,13,Humid,2019-08-11
13334,14,Hot,2019-08-11
13335,15,Humid,2019-08-11
13336,16,Lightning,2019-08-11
13337,17,Sunny,2019-08-11
13338,18,Hot,2019-08-11
13339,19,Dry,2019-08-11
13340,20,Humid,2019-08-11
13341,21,Lightning,2019-08-11
13342,22,Hot,2019-08-11
13343,23,Dry,2019-08-11
13344,24,Thunderstorms,2019-08-11
13345,25,Hot,2019-08-11
13346,26,Thunderstorms,2019-08-11
13347,27,Dry,2019-08-11
13348,28,Humid,2019-08-11
13349,29,Thunderstorms,2019-08-11
13350,30,Lightning,2019-08-11
13351,31,Lightning,2019-08-11
13352,32,Breezy,2019-08-11
13353,33,Dry,2019-08-11
13354,34,Lightning,2019-08-11
13355,35,Hot,2019-08-11
13356,36,Humid,2019-08-11
13357,37,Humid,2019-08-11
13358,38,Dry,2019-08-11
13359,39,Lightning,2019-08-11
13360,40,Sunny,2019-08-11
13361,41,Lightning,2019-08-11
13362,42,Lightning,2019-08-11
13363,43,Thunderstorms,2019-08-11
13364,44,Lightning,2019-08-11
13365,45,Sunny,2019-08-11
13366,46,Dry,2019-08-11
13367,47,Hot,2019-08-11
13368,48,Hot,2019-08-11
13369,49,Lightning,2019-08-11
13370,50,Sunny,2019-08-11
13371,51,Breezy,2019-08-11
13372,52,Thunderstorms,2019-08-11
13373,53,Hot,2019-08-11
13374,54,Hot,2019-08-11
13375,55,Breezy,2019-08-11
13376,56,Hot,2019-08-11
13377,57,Lightning,2019-08-11
13378,58,Lightning,2019-08-11
13379,59,Hot,2019-08-11
13380,60,Dry,2019-08-11
13381,1,Breezy,2019-08-12
13382,2,Hot,2019-08-12
13383,3,Lightning,2019-08-12
13384,4,Hot,2019-08-12
13385,5,Dry,2019-08-12
13386,6,Dry,2019-08-12
13387,7,Breezy,2019-08-12
13388,8,Thunderstorms,2019-08-12
13389,9,Humid,2019-08-12
13390,10,Humid,2019-08-12
13391,11,Sunny,2019-08-12
13392,12,Breezy,2019-08-12
13393,13,Hot,2019-08-12
13394,14,Lightning,2019-08-12
13395,15,Thunderstorms,2019-08-12
13396,16,Sunny,2019-08-12
13397,17,Humid,2019-08-12
13398,18,Humid,2019-08-12
13399,19,Humid,2019-08-12
13400,20,Breezy,2019-08-12
13401,21,Humid,2019-08-12
13402,22,Sunny,2019-08-12
13403,23,Breezy,2019-08-12
13404,24,Humid,2019-08-12
13405,25,Dry,2019-08-12
13406,26,Humid,2019-08-12
13407,27,Thunderstorms,2019-08-12
13408,28,Humid,2019-08-12
13409,29,Humid,2019-08-12
13410,30,Hot,2019-08-12
13411,31,Hot,2019-08-12
13412,32,Humid,2019-08-12
13413,33,Sunny,2019-08-12
13414,34,Hot,2019-08-12
13415,35,Thunderstorms,2019-08-12
13416,36,Breezy,2019-08-12
13417,37,Lightning,2019-08-12
13418,38,Sunny,2019-08-12
13419,39,Breezy,2019-08-12
13420,40,Thunderstorms,2019-08-12
13421,41,Sunny,2019-08-12
13422,42,Breezy,2019-08-12
13423,43,Breezy,2019-08-12
13424,44,Hot,2019-08-12
13425,45,Dry,2019-08-12
13426,46,Dry,2019-08-12
13427,47,Humid,2019-08-12
13428,48,Lightning,2019-08-12
13429,49,Lightning,2019-08-12
13430,50,Sunny,2019-08-12
13431,51,Humid,2019-08-12
13432,52,Dry,2019-08-12
13433,53,Sunny,2019-08-12
13434,54,Sunny,2019-08-12
13435,55,Dry,2019-08-12
13436,56,Thunderstorms,2019-08-12
13437,57,Breezy,2019-08-12
13438,58,Sunny,2019-08-12
13439,59,Thunderstorms,2019-08-12
13440,60,Breezy,2019-08-12
13441,1,Lightning,2019-08-13
13442,2,Thunderstorms,2019-08-13
13443,3,Lightning,2019-08-13
13444,4,Lightning,2019-08-13
13445,5,Thunderstorms,2019-08-13
13446,6,Thunderstorms,2019-08-13
13447,7,Breezy,2019-08-13
13448,8,Humid,2019-08-13
13449,9,Dry,2019-08-13
13450,10,Hot,2019-08-13
13451,11,Dry,2019-08-13
13452,12,Thunderstorms,2019-08-13
13453,13,Sunny,2019-08-13
13454,14,Sunny,2019-08-13
13455,15,Humid,2019-08-13
13456,16,Breezy,2019-08-13
13457,17,Breezy,2019-08-13
13458,18,Humid,2019-08-13
13459,19,Breezy,2019-08-13
13460,20,Humid,2019-08-13
13461,21,Humid,2019-08-13
13462,22,Thunderstorms,2019-08-13
13463,23,Lightning,2019-08-13
13464,24,Humid,2019-08-13
13465,25,Hot,2019-08-13
13466,26,Thunderstorms,2019-08-13
13467,27,Breezy,2019-08-13
13468,28,Humid,2019-08-13
13469,29,Hot,2019-08-13
13470,30,Thunderstorms,2019-08-13
13471,31,Hot,2019-08-13
13472,32,Thunderstorms,2019-08-13
13473,33,Hot,2019-08-13
13474,34,Hot,2019-08-13
13475,35,Thunderstorms,2019-08-13
13476,36,Breezy,2019-08-13
13477,37,Dry,2019-08-13
13478,38,Lightning,2019-08-13
13479,39,Breezy,2019-08-13
13480,40,Humid,2019-08-13
13481,41,Hot,2019-08-13
13482,42,Thunderstorms,2019-08-13
13483,43,Hot,2019-08-13
13484,44,Humid,2019-08-13
13485,45,Humid,2019-08-13
13486,46,Humid,2019-08-13
13487,47,Lightning,2019-08-13
13488,48,Thunderstorms,2019-08-13
13489,49,Dry,2019-08-13
13490,50,Sunny,2019-08-13
13491,51,Hot,2019-08-13
13492,52,Hot,2019-08-13
13493,53,Thunderstorms,2019-08-13
13494,54,Lightning,2019-08-13
13495,55,Humid,2019-08-13
13496,56,Sunny,2019-08-13
13497,57,Humid,2019-08-13
13498,58,Dry,2019-08-13
13499,59,Dry,2019-08-13
13500,60,Hot,2019-08-13
13501,1,Thunderstorms,2019-08-14
13502,2,Lightning,2019-08-14
13503,3,Hot,2019-08-14
13504,4,Sunny,2019-08-14
13505,5,Sunny,2019-08-14
13506,6,Lightning,2019-08-14
13507,7,Sunny,2019-08-14
13508,8,Breezy,2019-08-14
13509,9,Hot,2019-08-14
13510,10,Humid,2019-08-14
13511,11,Dry,2019-08-14
13512,12,Breezy,2019-08-14
13513,13,Lightning,2019-08-14
13514,14,Humid,2019-08-14
13515,15,Hot,2019-08-14
13516,16,Breezy,2019-08-14
13517,17,Humid,2019-08-14
13518,18,Dry,2019-08-14
13519,19,Sunny,2019-08-14
13520,20,Hot,2019-08-14
13521,21,Lightning,2019-08-14
13522,22,Thunderstorms,2019-08-14
13523,23,Sunny,2019-08-14
13524,24,Lightning,2019-08-14
13525,25,Lightning,2019-08-14
13526,26,Humid,2019-08-14
13527,27,Hot,2019-08-14
13528,28,Lightning,2019-08-14
13529,29,Breezy,2019-08-14
13530,30,Dry,2019-08-14
13531,31,Lightning,2019-08-14
13532,32,Thunderstorms,2019-08-14
13533,33,Sunny,2019-08-14
13534,34,Thunderstorms,2019-08-14
13535,35,Dry,2019-08-14
13536,36,Humid,2019-08-14
13537,37,Sunny,2019-08-14
13538,38,Sunny,2019-08-14
13539,39,Hot,2019-08-14
13540,40,Breezy,2019-08-14
13541,41,Thunderstorms,2019-08-14
13542,42,Humid,2019-08-14
13543,43,Lightning,2019-08-14
13544,44,Lightning,2019-08-14
13545,45,Thunderstorms,2019-08-14
13546,46,Breezy,2019-08-14
13547,47,Thunderstorms,2019-08-14
13548,48,Lightning,2019-08-14
13549,49,Breezy,2019-08-14
13550,50,Hot,2019-08-14
13551,51,Thunderstorms,2019-08-14
13552,52,Breezy,2019-08-14
13553,53,Hot,2019-08-14
13554,54,Thunderstorms,2019-08-14
13555,55,Thunderstorms,2019-08-14
13556,56,Lightning,2019-08-14
13557,57,Hot,2019-08-14
13558,58,Humid,2019-08-14
13559,59,Thunderstorms,2019-08-14
13560,60,Sunny,2019-08-14
13561,1,Sunny,2019-08-15
13562,2,Humid,2019-08-15
13563,3,Dry,2019-08-15
13564,4,Lightning,2019-08-15
13565,5,Dry,2019-08-15
13566,6,Lightning,2019-08-15
13567,7,Dry,2019-08-15
13568,8,Hot,2019-08-15
13569,9,Sunny,2019-08-15
13570,10,Lightning,2019-08-15
13571,11,Sunny,2019-08-15
13572,12,Humid,2019-08-15
13573,13,Dry,2019-08-15
13574,14,Humid,2019-08-15
13575,15,Breezy,2019-08-15
13576,16,Thunderstorms,2019-08-15
13577,17,Lightning,2019-08-15
13578,18,Humid,2019-08-15
13579,19,Sunny,2019-08-15
13580,20,Humid,2019-08-15
13581,21,Sunny,2019-08-15
13582,22,Breezy,2019-08-15
13583,23,Dry,2019-08-15
13584,24,Dry,2019-08-15
13585,25,Humid,2019-08-15
13586,26,Breezy,2019-08-15
13587,27,Sunny,2019-08-15
13588,28,Humid,2019-08-15
13589,29,Lightning,2019-08-15
13590,30,Humid,2019-08-15
13591,31,Lightning,2019-08-15
13592,32,Sunny,2019-08-15
13593,33,Thunderstorms,2019-08-15
13594,34,Breezy,2019-08-15
13595,35,Sunny,2019-08-15
13596,36,Hot,2019-08-15
13597,37,Humid,2019-08-15
13598,38,Thunderstorms,2019-08-15
13599,39,Dry,2019-08-15
13600,40,Breezy,2019-08-15
13601,41,Hot,2019-08-15
13602,42,Thunderstorms,2019-08-15
13603,43,Sunny,2019-08-15
13604,44,Thunderstorms,2019-08-15
13605,45,Sunny,2019-08-15
13606,46,Sunny,2019-08-15
13607,47,Dry,2019-08-15
13608,48,Humid,2019-08-15
13609,49,Sunny,2019-08-15
13610,50,Sunny,2019-08-15
13611,51,Breezy,2019-08-15
13612,52,Lightning,2019-08-15
13613,53,Sunny,2019-08-15
13614,54,Thunderstorms,2019-08-15
13615,55,Breezy,2019-08-15
13616,56,Sunny,2019-08-15
13617,57,Lightning,2019-08-15
13618,58,Dry,2019-08-15
13619,59,Humid,2019-08-15
13620,60,Hot,2019-08-15
13621,1,Thunderstorms,2019-08-16
13622,2,Hot,2019-08-16
13623,3,Lightning,2019-08-16
13624,4,Sunny,2019-08-16
13625,5,Thunderstorms,2019-08-16
13626,6,Thunderstorms,2019-08-16
13627,7,Dry,2019-08-16
13628,8,Humid,2019-08-16
13629,9,Sunny,2019-08-16
13630,10,Lightning,2019-08-16
13631,11,Lightning,2019-08-16
13632,12,Lightning,2019-08-16
13633,13,Lightning,2019-08-16
13634,14,Humid,2019-08-16
13635,15,Thunderstorms,2019-08-16
13636,16,Lightning,2019-08-16
13637,17,Thunderstorms,2019-08-16
13638,18,Humid,2019-08-16
13639,19,Dry,2019-08-16
13640,20,Hot,2019-08-16
13641,21,Sunny,2019-08-16
13642,22,Breezy,2019-08-16
13643,23,Dry,2019-08-16
13644,24,Dry,2019-08-16
13645,25,Sunny,2019-08-16
13646,26,Humid,2019-08-16
13647,27,Dry,2019-08-16
13648,28,Breezy,2019-08-16
13649,29,Humid,2019-08-16
13650,30,Humid,2019-08-16
13651,31,Dry,2019-08-16
13652,32,Sunny,2019-08-16
13653,33,Thunderstorms,2019-08-16
13654,34,Humid,2019-08-16
13655,35,Hot,2019-08-16
13656,36,Dry,2019-08-16
13657,37,Hot,2019-08-16
13658,38,Dry,2019-08-16
13659,39,Dry,2019-08-16
13660,40,Lightning,2019-08-16
13661,41,Lightning,2019-08-16
13662,42,Hot,2019-08-16
13663,43,Lightning,2019-08-16
13664,44,Lightning,2019-08-16
13665,45,Hot,2019-08-16
13666,46,Thunderstorms,2019-08-16
13667,47,Breezy,2019-08-16
13668,48,Breezy,2019-08-16
13669,49,Breezy,2019-08-16
13670,50,Thunderstorms,2019-08-16
13671,51,Sunny,2019-08-16
13672,52,Sunny,2019-08-16
13673,53,Lightning,2019-08-16
13674,54,Thunderstorms,2019-08-16
13675,55,Humid,2019-08-16
13676,56,Breezy,2019-08-16
13677,57,Sunny,2019-08-16
13678,58,Breezy,2019-08-16
13679,59,Breezy,2019-08-16
13680,60,Lightning,2019-08-16
13681,1,Lightning,2019-08-17
13682,2,Thunderstorms,2019-08-17
13683,3,Lightning,2019-08-17
13684,4,Breezy,2019-08-17
13685,5,Hot,2019-08-17
13686,6,Breezy,2019-08-17
13687,7,Lightning,2019-08-17
13688,8,Dry,2019-08-17
13689,9,Dry,2019-08-17
13690,10,Thunderstorms,2019-08-17
13691,11,Dry,2019-08-17
13692,12,Humid,2019-08-17
13693,13,Thunderstorms,2019-08-17
13694,14,Sunny,2019-08-17
13695,15,Lightning,2019-08-17
13696,16,Dry,2019-08-17
13697,17,Lightning,2019-08-17
13698,18,Lightning,2019-08-17
13699,19,Thunderstorms,2019-08-17
13700,20,Breezy,2019-08-17
13701,21,Hot,2019-08-17
13702,22,Dry,2019-08-17
13703,23,Breezy,2019-08-17
13704,24,Dry,2019-08-17
13705,25,Hot,2019-08-17
13706,26,Sunny,2019-08-17
13707,27,Dry,2019-08-17
13708,28,Thunderstorms,2019-08-17
13709,29,Humid,2019-08-17
13710,30,Dry,2019-08-17
13711,31,Humid,2019-08-17
13712,32,Breezy,2019-08-17
13713,33,Thunderstorms,2019-08-17
13714,34,Breezy,2019-08-17
13715,35,Lightning,2019-08-17
13716,36,Thunderstorms,2019-08-17
13717,37,Breezy,2019-08-17
13718,38,Dry,2019-08-17
13719,39,Sunny,2019-08-17
13720,40,Thunderstorms,2019-08-17
13721,41,Humid,2019-08-17
13722,42,Breezy,2019-08-17
13723,43,Lightning,2019-08-17
13724,44,Humid,2019-08-17
13725,45,Sunny,2019-08-17
13726,46,Dry,2019-08-17
13727,47,Breezy,2019-08-17
13728,48,Hot,2019-08-17
13729,49,Breezy,2019-08-17
13730,50,Sunny,2019-08-17
13731,51,Sunny,2019-08-17
13732,52,Dry,2019-08-17
13733,53,Breezy,2019-08-17
13734,54,Lightning,2019-08-17
13735,55,Hot,2019-08-17
13736,56,Hot,2019-08-17
13737,57,Hot,2019-08-17
13738,58,Sunny,2019-08-17
13739,59,Thunderstorms,2019-08-17
13740,60,Humid,2019-08-17
13741,1,Thunderstorms,2019-08-18
13742,2,Hot,2019-08-18
13743,3,Sunny,2019-08-18
13744,4,Thunderstorms,2019-08-18
13745,5,Dry,2019-08-18
13746,6,Thunderstorms,2019-08-18
13747,7,Thunderstorms,2019-08-18
13748,8,Hot,2019-08-18
13749,9,Lightning,2019-08-18
13750,10,Lightning,2019-08-18
13751,11,Hot,2019-08-18
13752,12,Thunderstorms,2019-08-18
13753,13,Breezy,2019-08-18
13754,14,Sunny,2019-08-18
13755,15,Lightning,2019-08-18
13756,16,Dry,2019-08-18
13757,17,Humid,2019-08-18
13758,18,Dry,2019-08-18
13759,19,Sunny,2019-08-18
13760,20,Dry,2019-08-18
13761,21,Breezy,2019-08-18
13762,22,Sunny,2019-08-18
13763,23,Hot,2019-08-18
13764,24,Breezy,2019-08-18
13765,25,Lightning,2019-08-18
13766,26,Dry,2019-08-18
13767,27,Dry,2019-08-18
13768,28,Dry,2019-08-18
13769,29,Hot,2019-08-18
13770,30,Lightning,2019-08-18
13771,31,Thunderstorms,2019-08-18
13772,32,Hot,2019-08-18
13773,33,Dry,2019-08-18
13774,34,Breezy,2019-08-18
13775,35,Lightning,2019-08-18
13776,36,Dry,2019-08-18
13777,37,Sunny,2019-08-18
13778,38,Hot,2019-08-18
13779,39,Thunderstorms,2019-08-18
13780,40,Humid,2019-08-18
13781,41,Breezy,2019-08-18
13782,42,Lightning,2019-08-18
13783,43,Breezy,2019-08-18
13784,44,Dry,2019-08-18
13785,45,Dry,2019-08-18
13786,46,Hot,2019-08-18
13787,47,Breezy,2019-08-18
13788,48,Breezy,2019-08-18
13789,49,Lightning,2019-08-18
13790,50,Sunny,2019-08-18
13791,51,Hot,2019-08-18
13792,52,Sunny,2019-08-18
13793,53,Humid,2019-08-18
13794,54,Sunny,2019-08-18
13795,55,Dry,2019-08-18
13796,56,Hot,2019-08-18
13797,57,Hot,2019-08-18
13798,58,Dry,2019-08-18
13799,59,Thunderstorms,2019-08-18
13800,60,Humid,2019-08-18
13801,1,Dry,2019-08-19
13802,2,Breezy,2019-08-19
13803,3,Lightning,2019-08-19
13804,4,Sunny,2019-08-19
13805,5,Dry,2019-08-19
13806,6,Breezy,2019-08-19
13807,7,Thunderstorms,2019-08-19
13808,8,Thunderstorms,2019-08-19
13809,9,Hot,2019-08-19
13810,10,Lightning,2019-08-19
13811,11,Dry,2019-08-19
13812,12,Dry,2019-08-19
13813,13,Hot,2019-08-19
13814,14,Humid,2019-08-19
13815,15,Thunderstorms,2019-08-19
13816,16,Lightning,2019-08-19
13817,17,Hot,2019-08-19
13818,18,Thunderstorms,2019-08-19
13819,19,Hot,2019-08-19
13820,20,Thunderstorms,2019-08-19
13821,21,Lightning,2019-08-19
13822,22,Sunny,2019-08-19
13823,23,Hot,2019-08-19
13824,24,Hot,2019-08-19
13825,25,Sunny,2019-08-19
13826,26,Humid,2019-08-19
13827,27,Dry,2019-08-19
13828,28,Hot,2019-08-19
13829,29,Hot,2019-08-19
13830,30,Breezy,2019-08-19
13831,31,Humid,2019-08-19
13832,32,Hot,2019-08-19
13833,33,Thunderstorms,2019-08-19
13834,34,Sunny,2019-08-19
13835,35,Sunny,2019-08-19
13836,36,Sunny,2019-08-19
13837,37,Dry,2019-08-19
13838,38,Sunny,2019-08-19
13839,39,Lightning,2019-08-19
13840,40,Dry,2019-08-19
13841,41,Sunny,2019-08-19
13842,42,Hot,2019-08-19
13843,43,Hot,2019-08-19
13844,44,Sunny,2019-08-19
13845,45,Thunderstorms,2019-08-19
13846,46,Hot,2019-08-19
13847,47,Lightning,2019-08-19
13848,48,Lightning,2019-08-19
13849,49,Breezy,2019-08-19
13850,50,Lightning,2019-08-19
13851,51,Dry,2019-08-19
13852,52,Sunny,2019-08-19
13853,53,Breezy,2019-08-19
13854,54,Sunny,2019-08-19
13855,55,Dry,2019-08-19
13856,56,Hot,2019-08-19
13857,57,Hot,2019-08-19
13858,58,Sunny,2019-08-19
13859,59,Hot,2019-08-19
13860,60,Humid,2019-08-19
13861,1,Dry,2019-08-20
13862,2,Hot,2019-08-20
13863,3,Dry,2019-08-20
13864,4,Breezy,2019-08-20
13865,5,Breezy,2019-08-20
13866,6,Dry,2019-08-20
13867,7,Breezy,2019-08-20
13868,8,Breezy,2019-08-20
13869,9,Thunderstorms,2019-08-20
13870,10,Humid,2019-08-20
13871,11,Hot,2019-08-20
13872,12,Breezy,2019-08-20
13873,13,Sunny,2019-08-20
13874,14,Sunny,2019-08-20
13875,15,Sunny,2019-08-20
13876,16,Sunny,2019-08-20
13877,17,Thunderstorms,2019-08-20
13878,18,Breezy,2019-08-20
13879,19,Dry,2019-08-20
13880,20,Humid,2019-08-20
13881,21,Humid,2019-08-20
13882,22,Hot,2019-08-20
13883,23,Breezy,2019-08-20
13884,24,Sunny,2019-08-20
13885,25,Dry,2019-08-20
13886,26,Humid,2019-08-20
13887,27,Dry,2019-08-20
13888,28,Sunny,2019-08-20
13889,29,Sunny,2019-08-20
13890,30,Lightning,2019-08-20
13891,31,Lightning,2019-08-20
13892,32,Sunny,2019-08-20
13893,33,Sunny,2019-08-20
13894,34,Lightning,2019-08-20
13895,35,Dry,2019-08-20
13896,36,Dry,2019-08-20
13897,37,Thunderstorms,2019-08-20
13898,38,Sunny,2019-08-20
13899,39,Humid,2019-08-20
13900,40,Lightning,2019-08-20
13901,41,Sunny,2019-08-20
13902,42,Lightning,2019-08-20
13903,43,Breezy,2019-08-20
13904,44,Humid,2019-08-20
13905,45,Dry,2019-08-20
13906,46,Sunny,2019-08-20
13907,47,Sunny,2019-08-20
13908,48,Dry,2019-08-20
13909,49,Sunny,2019-08-20
13910,50,Breezy,2019-08-20
13911,51,Breezy,2019-08-20
13912,52,Humid,2019-08-20
13913,53,Sunny,2019-08-20
13914,54,Dry,2019-08-20
13915,55,Dry,2019-08-20
13916,56,Humid,2019-08-20
13917,57,Sunny,2019-08-20
13918,58,Hot,2019-08-20
13919,59,Breezy,2019-08-20
13920,60,Hot,2019-08-20
13921,1,Dry,2019-08-21
13922,2,Breezy,2019-08-21
13923,3,Humid,2019-08-21
13924,4,Sunny,2019-08-21
13925,5,Breezy,2019-08-21
13926,6,Sunny,2019-08-21
13927,7,Sunny,2019-08-21
13928,8,Hot,2019-08-21
13929,9,Lightning,2019-08-21
13930,10,Thunderstorms,2019-08-21
13931,11,Breezy,2019-08-21
13932,12,Breezy,2019-08-21
13933,13,Humid,2019-08-21
13934,14,Sunny,2019-08-21
13935,15,Lightning,2019-08-21
13936,16,Hot,2019-08-21
13937,17,Thunderstorms,2019-08-21
13938,18,Thunderstorms,2019-08-21
13939,19,Breezy,2019-08-21
13940,20,Sunny,2019-08-21
13941,21,Hot,2019-08-21
13942,22,Lightning,2019-08-21
13943,23,Sunny,2019-08-21
13944,24,Lightning,2019-08-21
13945,25,Thunderstorms,2019-08-21
13946,26,Hot,2019-08-21
13947,27,Lightning,2019-08-21
13948,28,Sunny,2019-08-21
13949,29,Thunderstorms,2019-08-21
13950,30,Lightning,2019-08-21
13951,31,Lightning,2019-08-21
13952,32,Sunny,2019-08-21
13953,33,Humid,2019-08-21
13954,34,Lightning,2019-08-21
13955,35,Hot,2019-08-21
13956,36,Thunderstorms,2019-08-21
13957,37,Sunny,2019-08-21
13958,38,Lightning,2019-08-21
13959,39,Sunny,2019-08-21
13960,40,Sunny,2019-08-21
13961,41,Humid,2019-08-21
13962,42,Humid,2019-08-21
13963,43,Sunny,2019-08-21
13964,44,Humid,2019-08-21
13965,45,Sunny,2019-08-21
13966,46,Humid,2019-08-21
13967,47,Thunderstorms,2019-08-21
13968,48,Dry,2019-08-21
13969,49,Lightning,2019-08-21
13970,50,Lightning,2019-08-21
13971,51,Breezy,2019-08-21
13972,52,Sunny,2019-08-21
13973,53,Breezy,2019-08-21
13974,54,Thunderstorms,2019-08-21
13975,55,Humid,2019-08-21
13976,56,Breezy,2019-08-21
13977,57,Thunderstorms,2019-08-21
13978,58,Sunny,2019-08-21
13979,59,Sunny,2019-08-21
13980,60,Lightning,2019-08-21
13981,1,Humid,2019-08-22
13982,2,Lightning,2019-08-22
13983,3,Hot,2019-08-22
13984,4,Breezy,2019-08-22
13985,5,Humid,2019-08-22
13986,6,Lightning,2019-08-22
13987,7,Dry,2019-08-22
13988,8,Hot,2019-08-22
13989,9,Humid,2019-08-22
13990,10,Lightning,2019-08-22
13991,11,Sunny,2019-08-22
13992,12,Breezy,2019-08-22
13993,13,Hot,2019-08-22
13994,14,Thunderstorms,2019-08-22
13995,15,Humid,2019-08-22
13996,16,Hot,2019-08-22
13997,17,Thunderstorms,2019-08-22
13998,18,Dry,2019-08-22
13999,19,Hot,2019-08-22
14000,20,Humid,2019-08-22
14001,21,Breezy,2019-08-22
14002,22,Thunderstorms,2019-08-22
14003,23,Lightning,2019-08-22
14004,24,Lightning,2019-08-22
14005,25,Dry,2019-08-22
14006,26,Sunny,2019-08-22
14007,27,Humid,2019-08-22
14008,28,Hot,2019-08-22
14009,29,Breezy,2019-08-22
14010,30,Hot,2019-08-22
14011,31,Dry,2019-08-22
14012,32,Hot,2019-08-22
14013,33,Dry,2019-08-22
14014,34,Dry,2019-08-22
14015,35,Dry,2019-08-22
14016,36,Humid,2019-08-22
14017,37,Thunderstorms,2019-08-22
14018,38,Humid,2019-08-22
14019,39,Sunny,2019-08-22
14020,40,Breezy,2019-08-22
14021,41,Breezy,2019-08-22
14022,42,Breezy,2019-08-22
14023,43,Breezy,2019-08-22
14024,44,Lightning,2019-08-22
14025,45,Breezy,2019-08-22
14026,46,Sunny,2019-08-22
14027,47,Thunderstorms,2019-08-22
14028,48,Lightning,2019-08-22
14029,49,Hot,2019-08-22
14030,50,Humid,2019-08-22
14031,51,Dry,2019-08-22
14032,52,Thunderstorms,2019-08-22
14033,53,Hot,2019-08-22
14034,54,Dry,2019-08-22
14035,55,Thunderstorms,2019-08-22
14036,56,Breezy,2019-08-22
14037,57,Humid,2019-08-22
14038,58,Breezy,2019-08-22
14039,59,Sunny,2019-08-22
