event_id,store_id,event_name,start_date,finish_date
945,14,Customer Appreciation Week,2019-09-01,2019-09-07
946,14,Buy One Get One Free (BOGO) Event,2019-10-04,2019-10-11
947,14,Flash Sale Frenzy,2019-11-01,2019-11-05
948,14,Last Chance to Save,2019-12-06,2019-12-09
949,14,Manager's Special,2020-01-01,2020-01-07
950,14,Mega Sale,2020-02-07,2020-02-13
951,14,Inventory Liquidation Sale,2020-03-06,2020-03-11
952,14,Anniversary Sale,2020-04-01,2020-04-06
953,14,Midnight Madness,2020-05-06,2020-05-12
954,14,Manager's Special,2020-06-07,2020-06-10
955,14,Manager's Special,2020-07-04,2020-07-10
956,14,Inventory Liquidation Sale,2020-08-04,2020-08-08
957,14,Grand Opening Celebration,2020-09-02,2020-09-07
958,14,Flash Sale Frenzy,2020-10-05,2020-10-11
959,14,Buy One Get One Free (BOGO) Event,2020-11-02,2020-11-07
960,14,Friends and Family Discount Days,2020-12-07,2020-12-11
961,14,Flash Sale Frenzy,2021-01-10,2021-01-15
962,14,Grand Opening Celebration,2021-02-07,2021-02-10
963,14,Manager's Special,2021-03-05,2021-03-12
964,14,Seasonal Discount Event,2021-04-03,2021-04-08
965,14,Manager's Special,2021-05-04,2021-05-10
966,14,Buy One Get One Free (BOGO) Event,2021-06-09,2021-06-14
967,14,Friends and Family Discount Days,2021-07-08,2021-07-15
968,14,Flash Sale Frenzy,2021-08-08,2021-08-13
969,14,Seasonal Discount Event,2021-09-08,2021-09-14
970,14,Midnight Madness,2021-10-01,2021-10-07
971,14,Friends and Family Discount Days,2021-11-05,2021-11-11
972,14,Anniversary Sale,2021-12-02,2021-12-08
973,14,Manager's Special,2022-01-05,2022-01-08
974,14,Last Chance to Save,2022-02-07,2022-02-12
975,14,Anniversary Sale,2022-03-01,2022-03-04
976,14,Seasonal Discount Event,2022-04-10,2022-04-14
977,14,Customer Appreciation Week,2022-05-07,2022-05-14
978,14,Midnight Madness,2022-06-06,2022-06-13
979,14,Manager's Special,2022-07-07,2022-07-11
980,14,Inventory Liquidation Sale,2022-08-09,2022-08-13
981,14,Manager's Special,2022-09-09,2022-09-15
982,14,Inventory Liquidation Sale,2022-10-08,2022-10-14
983,14,Customer Appreciation Week,2022-11-05,2022-11-08
984,14,Flash Sale Frenzy,2022-12-04,2022-12-09
985,14,Inventory Liquidation Sale,2023-01-02,2023-01-07
986,14,Customer Appreciation Week,2023-02-02,2023-02-06
987,14,Inventory Liquidation Sale,2023-03-05,2023-03-08
988,14,Flash Sale Frenzy,2023-04-09,2023-04-13
989,14,Grand Opening Celebration,2023-05-06,2023-05-12
990,14,Customer Appreciation Week,2023-06-03,2023-06-10
991,14,Midnight Madness,2023-07-07,2023-07-13
992,14,Customer Appreciation Week,2023-08-07,2023-08-11
993,14,Inventory Liquidation Sale,2023-09-06,2023-09-11
994,14,Customer Appreciation Week,2023-10-05,2023-10-08
995,14,Midnight Madness,2023-11-05,2023-11-12
996,14,Manager's Special,2023-12-09,2023-12-16
997,14,Midnight Madness,2024-01-10,2024-01-16
998,14,Customer Appreciation Week,2024-02-10,2024-02-15
999,14,Customer Appreciation Week,2024-03-04,2024-03-10
1000,14,Manager's Special,2024-04-05,2024-04-09
1001,14,Flash Sale Frenzy,2024-05-01,2024-05-08
1002,14,Buy One Get One Free (BOGO) Event,2024-06-08,2024-06-11
1003,14,Customer Appreciation Week,2024-07-05,2024-07-10
1004,14,Inventory Liquidation Sale,2024-08-07,2024-08-12
1005,14,Mega Sale,2024-09-04,2024-09-11
1006,14,Manager's Special,2024-10-01,2024-10-04
1007,14,Mega Sale,2024-11-08,2024-11-14
1008,14,Seasonal Discount Event,2024-12-10,2024-12-14
1009,15,Inventory Liquidation Sale,2019-01-01,2019-01-06
1010,15,Midnight Madness,2019-02-09,2019-02-16
1011,15,Customer Appreciation Week,2019-03-03,2019-03-10
1012,15,Inventory Liquidation Sale,2019-04-02,2019-04-07
1013,15,Seasonal Discount Event,2019-05-09,2019-05-13
1014,15,Buy One Get One Free (BOGO) Event,2019-06-05,2019-06-09
1015,15,Anniversary Sale,2019-07-03,2019-07-10
1016,15,Last Chance to Save,2019-08-08,2019-08-12
1017,15,Mega Sale,2019-09-06,2019-09-11
1018,15,Buy One Get One Free (BOGO) Event,2019-10-03,2019-10-08
1019,15,Anniversary Sale,2019-11-03,2019-11-10
1020,15,Buy One Get One Free (BOGO) Event,2019-12-09,2019-12-12
1021,15,Buy One Get One Free (BOGO) Event,2020-01-07,2020-01-14
1022,15,Mega Sale,2020-02-07,2020-02-14
1023,15,Seasonal Discount Event,2020-03-09,2020-03-16
1024,15,Anniversary Sale,2020-04-09,2020-04-15
1025,15,Grand Opening Celebration,2020-05-04,2020-05-09
1026,15,Manager's Special,2020-06-03,2020-06-09
1027,15,Flash Sale Frenzy,2020-07-05,2020-07-11
1028,15,Inventory Liquidation Sale,2020-08-02,2020-08-05
1029,15,Customer Appreciation Week,2020-09-08,2020-09-15
1030,15,Inventory Liquidation Sale,2020-10-04,2020-10-10
1031,15,Mega Sale,2020-11-02,2020-11-07
1032,15,Grand Opening Celebration,2020-12-02,2020-12-08
1033,15,Flash Sale Frenzy,2021-01-02,2021-01-08
1034,15,Midnight Madness,2021-02-07,2021-02-13
1035,15,Friends and Family Discount Days,2021-03-04,2021-03-11
1036,15,Seasonal Discount Event,2021-04-08,2021-04-12
1037,15,Friends and Family Discount Days,2021-05-05,2021-05-08
1038,15,Seasonal Discount Event,2021-06-04,2021-06-07
1039,15,Last Chance to Save,2021-07-02,2021-07-08
1040,15,Grand Opening Celebration,2021-08-07,2021-08-10
1041,15,Grand Opening Celebration,2021-09-03,2021-09-08
1042,15,Seasonal Discount Event,2021-10-07,2021-10-14
1043,15,Seasonal Discount Event,2021-11-09,2021-11-16
1044,15,Seasonal Discount Event,2021-12-10,2021-12-16
1045,15,Inventory Liquidation Sale,2022-01-07,2022-01-11
1046,15,Seasonal Discount Event,2022-02-02,2022-02-09
1047,15,Flash Sale Frenzy,2022-03-03,2022-03-08
1048,15,Inventory Liquidation Sale,2022-04-10,2022-04-14
1049,15,Flash Sale Frenzy,2022-05-05,2022-05-11
1050,15,Grand Opening Celebration,2022-06-09,2022-06-15
1051,15,Inventory Liquidation Sale,2022-07-01,2022-07-07
1052,15,Friends and Family Discount Days,2022-08-07,2022-08-13
1053,15,Friends and Family Discount Days,2022-09-05,2022-09-12
1054,15,Manager's Special,2022-10-10,2022-10-15
1055,15,Inventory Liquidation Sale,2022-11-10,2022-11-14
1056,15,Customer Appreciation Week,2022-12-08,2022-12-15
1057,15,Customer Appreciation Week,2023-01-03,2023-01-07
1058,15,Customer Appreciation Week,2023-02-03,2023-02-10
1059,15,Mega Sale,2023-03-01,2023-03-04
1060,15,Last Chance to Save,2023-04-04,2023-04-09
1061,15,Friends and Family Discount Days,2023-05-04,2023-05-10
1062,15,Midnight Madness,2023-06-05,2023-06-10
1063,15,Buy One Get One Free (BOGO) Event,2023-07-03,2023-07-08
1064,15,Inventory Liquidation Sale,2023-08-02,2023-08-05
1065,15,Customer Appreciation Week,2023-09-06,2023-09-13
1066,15,Flash Sale Frenzy,2023-10-03,2023-10-06
1067,15,Mega Sale,2023-11-02,2023-11-09
1068,15,Customer Appreciation Week,2023-12-02,2023-12-08
1069,15,Friends and Family Discount Days,2024-01-10,2024-01-13
1070,15,Inventory Liquidation Sale,2024-02-01,2024-02-07
1071,15,Inventory Liquidation Sale,2024-03-08,2024-03-14
1072,15,Manager's Special,2024-04-10,2024-04-14
1073,15,Friends and Family Discount Days,2024-05-04,2024-05-07
1074,15,Grand Opening Celebration,2024-06-05,2024-06-10
1075,15,Midnight Madness,2024-07-09,2024-07-13
1076,15,Midnight Madness,2024-08-07,2024-08-12
1077,15,Flash Sale Frenzy,2024-09-06,2024-09-11
1078,15,Anniversary Sale,2024-10-04,2024-10-09
1079,15,Midnight Madness,2024-11-04,2024-11-08
1080,15,Seasonal Discount Event,2024-12-02,2024-12-05
1081,16,Friends and Family Discount Days,2019-01-03,2019-01-08
1082,16,Buy One Get One Free (BOGO) Event,2019-02-07,2019-02-13
1083,16,Customer Appreciation Week,2019-03-10,2019-03-13
1084,16,Buy One Get One Free (BOGO) Event,2019-04-10,2019-04-17
1085,16,Manager's Special,2019-05-10,2019-05-15
1086,16,Last Chance to Save,2019-06-08,2019-06-14
1087,16,Anniversary Sale,2019-07-04,2019-07-07
1088,16,Seasonal Discount Event,2019-08-08,2019-08-11
1089,16,Customer Appreciation Week,2019-09-07,2019-09-14
1090,16,Manager's Special,2019-10-03,2019-10-08
1091,16,Mega Sale,2019-11-04,2019-11-08
1092,16,Anniversary Sale,2019-12-02,2019-12-07
1093,16,Midnight Madness,2020-01-06,2020-01-11
1094,16,Customer Appreciation Week,2020-02-07,2020-02-11
1095,16,Grand Opening Celebration,2020-03-08,2020-03-15
1096,16,Mega Sale,2020-04-09,2020-04-13
1097,16,Grand Opening Celebration,2020-05-09,2020-05-15
1098,16,Midnight Madness,2020-06-07,2020-06-12
1099,16,Manager's Special,2020-07-05,2020-07-10
1100,16,Last Chance to Save,2020-08-09,2020-08-12
1101,16,Anniversary Sale,2020-09-07,2020-09-11
1102,16,Flash Sale Frenzy,2020-10-07,2020-10-13
1103,16,Midnight Madness,2020-11-10,2020-11-14
1104,16,Manager's Special,2020-12-01,2020-12-07
1105,16,Seasonal Discount Event,2021-01-01,2021-01-06
1106,16,Flash Sale Frenzy,2021-02-10,2021-02-15
1107,16,Flash Sale Frenzy,2021-03-10,2021-03-17
1108,16,Flash Sale Frenzy,2021-04-02,2021-04-05
1109,16,Last Chance to Save,2021-05-03,2021-05-08
1110,16,Inventory Liquidation Sale,2021-06-05,2021-06-09
1111,16,Manager's Special,2021-07-06,2021-07-09
1112,16,Grand Opening Celebration,2021-08-10,2021-08-16
1113,16,Mega Sale,2021-09-03,2021-09-06
1114,16,Last Chance to Save,2021-10-10,2021-10-14
1115,16,Mega Sale,2021-11-08,2021-11-12
1116,16,Friends and Family Discount Days,2021-12-02,2021-12-06
1117,16,Anniversary Sale,2022-01-04,2022-01-11
1118,16,Flash Sale Frenzy,2022-02-10,2022-02-17
1119,16,Mega Sale,2022-03-04,2022-03-11
1120,16,Last Chance to Save,2022-04-01,2022-04-04
1121,16,Customer Appreciation Week,2022-05-01,2022-05-06
1122,16,Last Chance to Save,2022-06-06,2022-06-11
1123,16,Inventory Liquidation Sale,2022-07-07,2022-07-10
1124,16,Grand Opening Celebration,2022-08-09,2022-08-12
1125,16,Seasonal Discount Event,2022-09-07,2022-09-14
1126,16,Anniversary Sale,2022-10-04,2022-10-07
1127,16,Buy One Get One Free (BOGO) Event,2022-11-01,2022-11-04
1128,16,Customer Appreciation Week,2022-12-05,2022-12-11
1129,16,Mega Sale,2023-01-01,2023-01-04
1130,16,Seasonal Discount Event,2023-02-04,2023-02-07
1131,16,Buy One Get One Free (BOGO) Event,2023-03-04,2023-03-08
1132,16,Grand Opening Celebration,2023-04-01,2023-04-06
1133,16,Inventory Liquidation Sale,2023-05-05,2023-05-09
1134,16,Flash Sale Frenzy,2023-06-02,2023-06-05
1135,16,Friends and Family Discount Days,2023-07-06,2023-07-11
1136,16,Last Chance to Save,2023-08-06,2023-08-13
1137,16,Manager's Special,2023-09-10,2023-09-14
1138,16,Last Chance to Save,2023-10-02,2023-10-08
1139,16,Last Chance to Save,2023-11-02,2023-11-09
1140,16,Grand Opening Celebration,2023-12-10,2023-12-13
1141,16,Last Chance to Save,2024-01-02,2024-01-06
1142,16,Grand Opening Celebration,2024-02-05,2024-02-08
1143,16,Inventory Liquidation Sale,2024-03-07,2024-03-12
1144,16,Seasonal Discount Event,2024-04-10,2024-04-14
1145,16,Anniversary Sale,2024-05-06,2024-05-13
1146,16,Buy One Get One Free (BOGO) Event,2024-06-09,2024-06-13
1147,16,Grand Opening Celebration,2024-07-01,2024-07-08
1148,16,Anniversary Sale,2024-08-02,2024-08-08
1149,16,Mega Sale,2024-09-01,2024-09-04
1150,16,Friends and Family Discount Days,2024-10-06,2024-10-10
1151,16,Seasonal Discount Event,2024-11-07,2024-11-10
1152,16,Last Chance to Save,2024-12-07,2024-12-12
1153,17,Midnight Madness,2019-01-10,2019-01-15
1154,17,Customer Appreciation Week,2019-02-04,2019-02-09
1155,17,Last Chance to Save,2019-03-08,2019-03-12
1156,17,Flash Sale Frenzy,2019-04-01,2019-04-04
1157,17,Last Chance to Save,2019-05-07,2019-05-10
1158,17,Friends and Family Discount Days,2019-06-06,2019-06-10
1159,17,Customer Appreciation Week,2019-07-04,2019-07-07
1160,17,Customer Appreciation Week,2019-08-04,2019-08-08
1161,17,Customer Appreciation Week,2019-09-07,2019-09-11
1162,17,Buy One Get One Free (BOGO) Event,2019-10-09,2019-10-16
1163,17,Seasonal Discount Event,2019-11-09,2019-11-16
1164,17,Anniversary Sale,2019-12-05,2019-12-12
1165,17,Inventory Liquidation Sale,2020-01-01,2020-01-06
1166,17,Grand Opening Celebration,2020-02-05,2020-02-12
1167,17,Seasonal Discount Event,2020-03-06,2020-03-11
1168,17,Customer Appreciation Week,2020-04-02,2020-04-08
1169,17,Last Chance to Save,2020-05-04,2020-05-08
1170,17,Seasonal Discount Event,2020-06-05,2020-06-08
1171,17,Customer Appreciation Week,2020-07-08,2020-07-13
1172,17,Friends and Family Discount Days,2020-08-02,2020-08-09
1173,17,Midnight Madness,2020-09-06,2020-09-10
1174,17,Last Chance to Save,2020-10-02,2020-10-05
1175,17,Midnight Madness,2020-11-09,2020-11-16
1176,17,Friends and Family Discount Days,2020-12-07,2020-12-13
1177,17,Inventory Liquidation Sale,2021-01-08,2021-01-11
1178,17,Last Chance to Save,2021-02-06,2021-02-10
1179,17,Friends and Family Discount Days,2021-03-09,2021-03-14
1180,17,Manager's Special,2021-04-09,2021-04-15
1181,17,Mega Sale,2021-05-01,2021-05-06
1182,17,Seasonal Discount Event,2021-06-04,2021-06-11
1183,17,Buy One Get One Free (BOGO) Event,2021-07-03,2021-07-10
1184,17,Anniversary Sale,2021-08-01,2021-08-08
1185,17,Manager's Special,2021-09-09,2021-09-16
1186,17,Flash Sale Frenzy,2021-10-06,2021-10-13
1187,17,Manager's Special,2021-11-06,2021-11-12
1188,17,Mega Sale,2021-12-04,2021-12-11
1189,17,Seasonal Discount Event,2022-01-09,2022-01-12
1190,17,Midnight Madness,2022-02-08,2022-02-11
1191,17,Midnight Madness,2022-03-08,2022-03-14
1192,17,Midnight Madness,2022-04-02,2022-04-06
1193,17,Anniversary Sale,2022-05-06,2022-05-13
1194,17,Mega Sale,2022-06-07,2022-06-14
1195,17,Manager's Special,2022-07-05,2022-07-12
1196,17,Customer Appreciation Week,2022-08-04,2022-08-07
1197,17,Inventory Liquidation Sale,2022-09-05,2022-09-12
1198,17,Inventory Liquidation Sale,2022-10-09,2022-10-12
1199,17,Midnight Madness,2022-11-05,2022-11-08
1200,17,Seasonal Discount Event,2022-12-10,2022-12-15
1201,17,Seasonal Discount Event,2023-01-02,2023-01-07
1202,17,Anniversary Sale,2023-02-06,2023-02-09
1203,17,Seasonal Discount Event,2023-03-02,2023-03-09
1204,17,Friends and Family Discount Days,2023-04-04,2023-04-10
1205,17,Friends and Family Discount Days,2023-05-08,2023-05-11
1206,17,Anniversary Sale,2023-06-01,2023-06-06
1207,17,Mega Sale,2023-07-06,2023-07-11
1208,17,Seasonal Discount Event,2023-08-02,2023-08-06
1209,17,Manager's Special,2023-09-04,2023-09-09
1210,17,Mega Sale,2023-10-02,2023-10-05
1211,17,Seasonal Discount Event,2023-11-10,2023-11-15
1212,17,Manager's Special,2023-12-06,2023-12-10
1213,17,Customer Appreciation Week,2024-01-06,2024-01-10
1214,17,Seasonal Discount Event,2024-02-10,2024-02-16
1215,17,Flash Sale Frenzy,2024-03-06,2024-03-11
1216,17,Grand Opening Celebration,2024-04-02,2024-04-07
1217,17,Buy One Get One Free (BOGO) Event,2024-05-02,2024-05-06
1218,17,Manager's Special,2024-06-10,2024-06-17
1219,17,Inventory Liquidation Sale,2024-07-01,2024-07-04
1220,17,Anniversary Sale,2024-08-10,2024-08-14
1221,17,Manager's Special,2024-09-03,2024-09-06
1222,17,Customer Appreciation Week,2024-10-03,2024-10-10
1223,17,Buy One Get One Free (BOGO) Event,2024-11-02,2024-11-08
1224,17,Grand Opening Celebration,2024-12-02,2024-12-05
1225,18,Friends and Family Discount Days,2019-01-05,2019-01-12
1226,18,Midnight Madness,2019-02-03,2019-02-08
1227,18,Seasonal Discount Event,2019-03-01,2019-03-08
1228,18,Grand Opening Celebration,2019-04-06,2019-04-10
1229,18,Manager's Special,2019-05-07,2019-05-10
1230,18,Flash Sale Frenzy,2019-06-02,2019-06-08
1231,18,Grand Opening Celebration,2019-07-10,2019-07-15
1232,18,Mega Sale,2019-08-02,2019-08-05
1233,18,Anniversary Sale,2019-09-02,2019-09-05
1234,18,Flash Sale Frenzy,2019-10-04,2019-10-08
1235,18,Seasonal Discount Event,2019-11-01,2019-11-04
1236,18,Grand Opening Celebration,2019-12-08,2019-12-15
1237,18,Grand Opening Celebration,2020-01-06,2020-01-11
1238,18,Manager's Special,2020-02-07,2020-02-13
1239,18,Midnight Madness,2020-03-03,2020-03-07
1240,18,Mega Sale,2020-04-04,2020-04-10
1241,18,Mega Sale,2020-05-05,2020-05-08
1242,18,Buy One Get One Free (BOGO) Event,2020-06-04,2020-06-09
1243,18,Buy One Get One Free (BOGO) Event,2020-07-07,2020-07-11
1244,18,Flash Sale Frenzy,2020-08-09,2020-08-12
1245,18,Seasonal Discount Event,2020-09-08,2020-09-13
1246,18,Manager's Special,2020-10-10,2020-10-13
1247,18,Customer Appreciation Week,2020-11-04,2020-11-11
1248,18,Manager's Special,2020-12-10,2020-12-13
1249,18,Customer Appreciation Week,2021-01-10,2021-01-15
1250,18,Anniversary Sale,2021-02-10,2021-02-15
1251,18,Flash Sale Frenzy,2021-03-09,2021-03-12
1252,18,Grand Opening Celebration,2021-04-09,2021-04-13
1253,18,Grand Opening Celebration,2021-05-03,2021-05-08
1254,18,Inventory Liquidation Sale,2021-06-08,2021-06-12
1255,18,Friends and Family Discount Days,2021-07-01,2021-07-08
1256,18,Inventory Liquidation Sale,2021-08-03,2021-08-09
1257,18,Buy One Get One Free (BOGO) Event,2021-09-02,2021-09-05
1258,18,Customer Appreciation Week,2021-10-10,2021-10-13
1259,18,Customer Appreciation Week,2021-11-08,2021-11-15
1260,18,Mega Sale,2021-12-02,2021-12-07
1261,18,Customer Appreciation Week,2022-01-06,2022-01-09
1262,18,Mega Sale,2022-02-05,2022-02-12
1263,18,Customer Appreciation Week,2022-03-06,2022-03-10
1264,18,Last Chance to Save,2022-04-07,2022-04-12
1265,18,Midnight Madness,2022-05-06,2022-05-10
1266,18,Flash Sale Frenzy,2022-06-02,2022-06-08
1267,18,Midnight Madness,2022-07-03,2022-07-10
1268,18,Buy One Get One Free (BOGO) Event,2022-08-03,2022-08-08
1269,18,Mega Sale,2022-09-08,2022-09-12
1270,18,Last Chance to Save,2022-10-09,2022-10-12
1271,18,Manager's Special,2022-11-03,2022-11-06
1272,18,Flash Sale Frenzy,2022-12-10,2022-12-13
1273,18,Manager's Special,2023-01-08,2023-01-12
1274,18,Grand Opening Celebration,2023-02-06,2023-02-09
1275,18,Manager's Special,2023-03-04,2023-03-09
1276,18,Flash Sale Frenzy,2023-04-01,2023-04-06
1277,18,Manager's Special,2023-05-06,2023-05-12
1278,18,Mega Sale,2023-06-02,2023-06-06
1279,18,Friends and Family Discount Days,2023-07-05,2023-07-10
1280,18,Grand Opening Celebration,2023-08-03,2023-08-08
1281,18,Midnight Madness,2023-09-01,2023-09-05
1282,18,Anniversary Sale,2023-10-03,2023-10-08
1283,18,Friends and Family Discount Days,2023-11-04,2023-11-07
1284,18,Anniversary Sale,2023-12-02,2023-12-05
1285,18,Midnight Madness,2024-01-02,2024-01-07
1286,18,Grand Opening Celebration,2024-02-05,2024-02-10
1287,18,Flash Sale Frenzy,2024-03-02,2024-03-07
1288,18,Midnight Madness,2024-04-08,2024-04-14
1289,18,Mega Sale,2024-05-01,2024-05-06
1290,18,Customer Appreciation Week,2024-06-10,2024-06-14
1291,18,Seasonal Discount Event,2024-07-03,2024-07-09
1292,18,Inventory Liquidation Sale,2024-08-01,2024-08-05
1293,18,Grand Opening Celebration,2024-09-01,2024-09-06
1294,18,Last Chance to Save,2024-10-08,2024-10-14
1295,18,Last Chance to Save,2024-11-08,2024-11-15
1296,18,Last Chance to Save,2024-12-09,2024-12-15
1297,19,Seasonal Discount Event,2019-01-03,2019-01-08
1298,19,Grand Opening Celebration,2019-02-10,2019-02-16
1299,19,Manager's Special,2019-03-05,2019-03-08
1300,19,Friends and Family Discount Days,2019-04-04,2019-04-09
1301,19,Anniversary Sale,2019-05-08,2019-05-14
1302,19,Buy One Get One Free (BOGO) Event,2019-06-10,2019-06-17
1303,19,Grand Opening Celebration,2019-07-08,2019-07-12
1304,19,Seasonal Discount Event,2019-08-08,2019-08-14
1305,19,Midnight Madness,2019-09-04,2019-09-11
1306,19,Grand Opening Celebration,2019-10-09,2019-10-12
1307,19,Anniversary Sale,2019-11-08,2019-11-11
1308,19,Friends and Family Discount Days,2019-12-10,2019-12-15
1309,19,Inventory Liquidation Sale,2020-01-06,2020-01-09
1310,19,Manager's Special,2020-02-06,2020-02-10
1311,19,Flash Sale Frenzy,2020-03-01,2020-03-04
1312,19,Friends and Family Discount Days,2020-04-03,2020-04-09
1313,19,Anniversary Sale,2020-05-05,2020-05-09
1314,19,Flash Sale Frenzy,2020-06-06,2020-06-13
1315,19,Seasonal Discount Event,2020-07-04,2020-07-08
1316,19,Manager's Special,2020-08-03,2020-08-07
1317,19,Mega Sale,2020-09-02,2020-09-07
1318,19,Midnight Madness,2020-10-04,2020-10-07
1319,19,Grand Opening Celebration,2020-11-02,2020-11-08
1320,19,Grand Opening Celebration,2020-12-10,2020-12-16
1321,19,Buy One Get One Free (BOGO) Event,2021-01-05,2021-01-11
1322,19,Last Chance to Save,2021-02-08,2021-02-11
1323,19,Inventory Liquidation Sale,2021-03-02,2021-03-05
1324,19,Last Chance to Save,2021-04-09,2021-04-16
1325,19,Customer Appreciation Week,2021-05-02,2021-05-05
1326,19,Friends and Family Discount Days,2021-06-06,2021-06-12
1327,19,Mega Sale,2021-07-08,2021-07-12
1328,19,Midnight Madness,2021-08-10,2021-08-13
1329,19,Midnight Madness,2021-09-08,2021-09-11
1330,19,Customer Appreciation Week,2021-10-06,2021-10-13
1331,19,Grand Opening Celebration,2021-11-01,2021-11-05
1332,19,Grand Opening Celebration,2021-12-05,2021-12-09
1333,19,Midnight Madness,2022-01-07,2022-01-11
1334,19,Seasonal Discount Event,2022-02-05,2022-02-10
1335,19,Mega Sale,2022-03-09,2022-03-14
1336,19,Seasonal Discount Event,2022-04-07,2022-04-14
1337,19,Midnight Madness,2022-05-08,2022-05-11
1338,19,Buy One Get One Free (BOGO) Event,2022-06-08,2022-06-15
1339,19,Inventory Liquidation Sale,2022-07-06,2022-07-09
1340,19,Mega Sale,2022-08-01,2022-08-06
1341,19,Manager's Special,2022-09-08,2022-09-11
1342,19,Friends and Family Discount Days,2022-10-08,2022-10-15
1343,19,Buy One Get One Free (BOGO) Event,2022-11-05,2022-11-10
1344,19,Anniversary Sale,2022-12-01,2022-12-05
1345,19,Seasonal Discount Event,2023-01-08,2023-01-13
1346,19,Mega Sale,2023-02-10,2023-02-15
1347,19,Flash Sale Frenzy,2023-03-05,2023-03-10
1348,19,Midnight Madness,2023-04-08,2023-04-15
1349,19,Midnight Madness,2023-05-07,2023-05-13
1350,19,Grand Opening Celebration,2023-06-01,2023-06-06
1351,19,Buy One Get One Free (BOGO) Event,2023-07-09,2023-07-15
1352,19,Seasonal Discount Event,2023-08-08,2023-08-11
1353,19,Friends and Family Discount Days,2023-09-09,2023-09-16
1354,19,Friends and Family Discount Days,2023-10-07,2023-10-10
1355,19,Mega Sale,2023-11-03,2023-11-09
1356,19,Seasonal Discount Event,2023-12-08,2023-12-12
1357,19,Buy One Get One Free (BOGO) Event,2024-01-08,2024-01-14
1358,19,Buy One Get One Free (BOGO) Event,2024-02-10,2024-02-16
1359,19,Inventory Liquidation Sale,2024-03-09,2024-03-14
1360,19,Customer Appreciation Week,2024-04-03,2024-04-09
1361,19,Midnight Madness,2024-05-04,2024-05-07
1362,19,Manager's Special,2024-06-09,2024-06-16
1363,19,Friends and Family Discount Days,2024-07-06,2024-07-12
1364,19,Inventory Liquidation Sale,2024-08-06,2024-08-11
1365,19,Friends and Family Discount Days,2024-09-04,2024-09-09
1366,19,Buy One Get One Free (BOGO) Event,2024-10-06,2024-10-11
1367,19,Manager's Special,2024-11-08,2024-11-15
1368,19,Inventory Liquidation Sale,2024-12-01,2024-12-07
1369,20,Last Chance to Save,2019-01-01,2019-01-07
1370,20,Inventory Liquidation Sale,2019-02-01,2019-02-06
1371,20,Manager's Special,2019-03-06,2019-03-11
1372,20,Midnight Madness,2019-04-01,2019-04-04
1373,20,Friends and Family Discount Days,2019-05-08,2019-05-12
1374,20,Friends and Family Discount Days,2019-06-05,2019-06-08
1375,20,Flash Sale Frenzy,2019-07-08,2019-07-12
1376,20,Customer Appreciation Week,2019-08-10,2019-08-14
1377,20,Friends and Family Discount Days,2019-09-03,2019-09-10
1378,20,Manager's Special,2019-10-09,2019-10-14
1379,20,Grand Opening Celebration,2019-11-08,2019-11-12
1380,20,Buy One Get One Free (BOGO) Event,2019-12-01,2019-12-06
1381,20,Customer Appreciation Week,2020-01-06,2020-01-10
1382,20,Customer Appreciation Week,2020-02-02,2020-02-08
1383,20,Inventory Liquidation Sale,2020-03-05,2020-03-12
1384,20,Customer Appreciation Week,2020-04-07,2020-04-12
1385,20,Flash Sale Frenzy,2020-05-07,2020-05-12
1386,20,Flash Sale Frenzy,2020-06-05,2020-06-09
1387,20,Inventory Liquidation Sale,2020-07-05,2020-07-09
1388,20,Mega Sale,2020-08-03,2020-08-07
1389,20,Anniversary Sale,2020-09-03,2020-09-07
1390,20,Anniversary Sale,2020-10-05,2020-10-08
1391,20,Anniversary Sale,2020-11-07,2020-11-12
1392,20,Last Chance to Save,2020-12-07,2020-12-10
1393,20,Inventory Liquidation Sale,2021-01-03,2021-01-09
1394,20,Customer Appreciation Week,2021-02-03,2021-02-06
1395,20,Manager's Special,2021-03-02,2021-03-07
1396,20,Mega Sale,2021-04-08,2021-04-14
1397,20,Anniversary Sale,2021-05-10,2021-05-16
1398,20,Inventory Liquidation Sale,2021-06-04,2021-06-10
1399,20,Flash Sale Frenzy,2021-07-06,2021-07-09
1400,20,Anniversary Sale,2021-08-10,2021-08-14
1401,20,Flash Sale Frenzy,2021-09-02,2021-09-09
1402,20,Customer Appreciation Week,2021-10-07,2021-10-14
1403,20,Midnight Madness,2021-11-03,2021-11-06
1404,20,Customer Appreciation Week,2021-12-01,2021-12-07
1405,20,Seasonal Discount Event,2022-01-06,2022-01-09
1406,20,Grand Opening Celebration,2022-02-10,2022-02-16
1407,20,Manager's Special,2022-03-02,2022-03-07
1408,20,Mega Sale,2022-04-09,2022-04-14
1409,20,Buy One Get One Free (BOGO) Event,2022-05-06,2022-05-10
1410,20,Midnight Madness,2022-06-07,2022-06-12
1411,20,Last Chance to Save,2022-07-05,2022-07-08
1412,20,Friends and Family Discount Days,2022-08-01,2022-08-04
1413,20,Manager's Special,2022-09-03,2022-09-06
1414,20,Mega Sale,2022-10-10,2022-10-16
1415,20,Inventory Liquidation Sale,2022-11-07,2022-11-10
1416,20,Buy One Get One Free (BOGO) Event,2022-12-01,2022-12-07
1417,20,Flash Sale Frenzy,2023-01-04,2023-01-08
1418,20,Friends and Family Discount Days,2023-02-06,2023-02-09
