sales_id,visit_id,employee_id,payment_method_id
3904,5688,358,2
3905,5689,745,1
3906,5691,535,1
3907,5692,533,1
3908,5693,58,1
3909,5694,57,5
3910,5695,61,4
3911,5696,704,1
3912,5697,698,4
3913,5698,693,4
3914,5699,694,5
3915,5700,27,2
3916,5702,354,4
3917,5703,170,2
3918,5704,340,2
3919,5705,165,2
3920,5707,543,3
3921,5710,316,2
3922,5711,314,5
3923,5712,508,3
3924,5713,95,3
3925,5714,508,3
3926,5715,93,2
3927,5718,89,3
3928,5719,498,3
3929,5720,448,3
3930,5721,292,1
3931,5722,328,4
3932,5723,698,3
3933,5724,697,4
3934,5725,693,4
3935,5726,706,4
3936,5727,701,2
3937,5729,695,5
3938,5730,705,4
3939,5731,429,2
3940,5733,425,1
3941,5734,157,3
3942,5736,719,5
3943,5737,187,1
3944,5739,635,4
3945,5740,490,2
3946,5741,728,5
3947,5743,194,4
3948,5744,193,3
3949,5746,552,1
3950,5748,544,4
3951,5750,471,2
3952,5751,248,4
3953,5752,268,3
3954,5753,418,3
3955,5754,82,2
3956,5755,508,3
3957,5756,372,2
3958,5757,378,4
3959,5758,368,5
3960,5759,377,3
3961,5760,375,5
3962,5761,369,5
3963,5762,370,3
3964,5764,378,1
3965,5765,366,2
3966,5766,492,1
3967,5767,469,5
3968,5768,318,5
3969,5769,319,2
3970,5770,325,4
3971,5771,321,3
3972,5773,317,4
3973,5774,325,2
3974,5775,764,2
3975,5777,361,4
3976,5778,585,1
3977,5779,578,1
3978,5780,537,3
3979,5782,150,2
3980,5783,418,3
3981,5784,153,5
3982,5785,151,4
3983,5786,418,1
3984,5787,417,4
3985,5788,209,5
3986,5789,602,1
3987,5790,308,4
3988,5791,23,5
3989,5794,581,1
3990,5795,171,2
3991,5796,588,5
3992,5798,305,5
3993,5799,769,5
3994,5800,123,1
3995,5801,365,1
3996,5802,593,1
3997,5803,572,4
3998,5804,115,3
3999,5806,567,2
4000,5807,333,5
4001,5809,784,1
4002,5810,207,1
4003,5813,428,2
4004,5814,417,2
4005,5816,420,1
4006,5817,425,4
4007,5818,199,3
4008,5820,201,2
4009,5821,379,5
4010,5824,11,4
4011,5825,496,4
4012,5826,631,4
4013,5828,195,4
4014,5829,730,4
4015,5830,334,5
4016,5831,78,3
4017,5832,72,4
4018,5833,337,5
4019,5834,590,2
4020,5835,566,3
4021,5837,256,5
4022,5838,261,5
4023,5839,178,5
4024,5842,118,5
4025,5843,146,3
4026,5844,774,4
4027,5845,35,4
4028,5846,772,1
4029,5847,561,4
4030,5848,37,1
4031,5850,327,1
4032,5851,554,3
4033,5852,319,4
4034,5854,315,3
4035,5856,320,1
4036,5857,322,1
4037,5858,325,5
4038,5860,503,3
4039,5861,92,5
4040,5862,282,2
4041,5864,276,1
4042,5865,680,5
4043,5866,666,4
4044,5867,219,5
4045,5870,592,1
4046,5872,623,4
4047,5873,110,4
4048,5876,590,1
4049,5878,71,2
4050,5879,279,3
4051,5880,78,4
4052,5881,287,2
4053,5882,281,1
4054,5883,286,1
4055,5885,147,5
4056,5886,207,3
4057,5887,423,4
4058,5890,743,1
4059,5893,613,2
4060,5895,324,2
4061,5896,320,1
4062,5897,314,3
4063,5898,244,1
4064,5899,393,4
4065,5901,399,5
4066,5902,274,4
4067,5903,439,2
4068,5905,434,1
4069,5906,441,2
4070,5907,441,5
4071,5908,443,2
4072,5909,437,4
4073,5910,434,3
4074,5911,431,4
4075,5912,177,4
4076,5913,763,5
4077,5914,306,2
4078,5917,349,3
4079,5919,255,1
4080,5922,268,4
4081,5923,391,1
4082,5924,636,2
4083,5926,732,3
4084,5927,188,2
4085,5928,379,2
4086,5929,720,4
4087,5930,389,2
4088,5931,707,4
4089,5932,709,5
4090,5933,489,2
4091,5934,699,2
4092,5935,695,5
4093,5937,697,2
4094,5938,695,3
4095,5939,701,2
4096,5941,697,1
4097,5942,150,3
4098,5943,426,3
4099,5944,585,2
4100,5945,183,3
4101,5946,71,2
4102,5947,80,2
4103,5948,69,1
4104,5950,79,2
4105,5951,700,4
4106,5952,90,1
4107,5956,505,2
4108,5957,88,5
4109,5958,87,2
4110,5960,94,5
4111,5961,503,5
4112,5962,240,3
4113,5963,272,1
4114,5964,246,4
4115,5965,274,3
4116,5966,398,2
4117,5967,31,4
4118,5968,627,1
4119,5969,777,4
4120,5971,646,3
4121,5973,506,4
4122,5974,702,5
4123,5975,697,4
4124,5976,699,4
4125,5977,696,3
4126,5978,310,4
4127,5979,174,2
4128,5980,255,1
4129,5981,744,5
4130,5982,97,5
4131,5983,312,4
4132,5985,161,4
4133,5986,171,5
4134,5987,766,4
4135,5988,185,4
4136,5991,301,2
4137,5994,644,2
4138,5995,51,1
4139,5996,288,4
4140,5998,656,3
4141,5999,41,1
4142,6001,514,4
4143,6002,188,1
4144,6005,479,3
4145,6006,395,5
4146,6007,278,2
4147,6010,734,5
4148,6011,253,2
4149,6012,352,3
4150,6013,174,5
4151,6014,125,2
4152,6015,300,1
4153,6017,352,5
4154,6018,130,1
4155,6019,78,1
4156,6020,678,5
4157,6021,655,2
4158,6022,566,4
4159,6023,143,5
4160,6025,640,1
4161,6027,278,3
4162,6029,75,2
4163,6030,70,4
4164,6031,22,3
4165,6032,131,2
4166,6033,739,2
4167,6034,354,3
4168,6035,166,2
4169,6036,128,3
4170,6037,128,5
4171,6039,443,4
4172,6041,435,5
4173,6044,437,5
4174,6045,434,1
4175,6046,443,2
4176,6049,173,4
4177,6050,133,5
4178,6051,613,2
4179,6052,173,4
4180,6053,184,3
4181,6054,311,3
4182,6055,547,1
4183,6056,63,1
4184,6057,62,2
4185,6062,526,4
4186,6063,410,2
4187,6064,408,1
4188,6065,539,1
4189,6066,357,1
4190,6068,607,5
4191,6070,172,2
4192,6071,581,4
4193,6072,428,2
4194,6073,429,3
4195,6074,147,1
4196,6076,157,4
4197,6077,429,3
4198,6078,148,3
4199,6079,430,2
4200,6081,624,4
4201,6082,144,2
4202,6083,659,4
4203,6084,683,1
4204,6085,668,3
4205,6087,203,2
4206,6088,154,1
4207,6090,152,2
4208,6092,424,5
4209,6093,420,2
4210,6094,209,1
4211,6095,420,5
4212,6096,204,4
4213,6097,428,2
4214,6099,210,4
4215,6100,147,4
4216,6101,429,5
4217,6103,94,3
4218,6104,92,1
4219,6105,95,4
4220,6107,506,5
4221,6108,501,3
4222,6109,88,2
4223,6110,500,4
4224,6111,506,1
4225,6112,500,3
4226,6114,89,2
4227,6115,405,3
4228,6118,536,1
4229,6119,409,5
4230,6120,757,1
4231,6122,307,1
4232,6123,607,2
4233,6125,99,4
4234,6126,253,3
4235,6127,103,5
4236,6128,579,1
4237,6129,737,3
4238,6132,161,3
4239,6133,351,1
4240,6134,167,5
4241,6135,605,5
4242,6136,547,4
4243,6137,588,5
4244,6138,96,2
4245,6139,439,4
4246,6140,442,3
4247,6143,442,1
4248,6144,431,1
4249,6145,559,5
4250,6146,671,3
4251,6147,688,4
4252,6148,349,4
4253,6149,351,5
4254,6150,607,4
4255,6151,98,3
4256,6152,3,5
4257,6153,639,2
4258,6154,2,4
4259,6155,708,5
4260,6156,191,3
4261,6157,707,3
4262,6159,387,4
4263,6160,710,4
4264,6161,544,5
4265,6162,548,5
4266,6163,771,1
4267,6164,185,4
4268,6165,577,2
4269,6166,548,1
4270,6168,407,2
4271,6169,407,1
4272,6170,535,5
4273,6171,63,3
4274,6172,411,2
4275,6173,63,1
4276,6174,407,4
4277,6175,534,3
4278,6178,513,3
4279,6179,721,4
4280,6180,239,2
4281,6181,135,3
4282,6183,594,3
4283,6185,599,1
4284,6186,115,1
4285,6188,243,1
4286,6189,250,5
4287,6191,248,1
4288,6192,246,5
4289,6195,625,1
4290,6196,307,3
4291,6198,163,4
4292,6201,357,4
4293,6202,545,5
4294,6203,609,5
4295,6204,307,3
4296,6205,640,3
4297,6206,109,1
4298,6207,569,3
4299,6208,486,3
4300,6209,726,4
4301,6210,7,4
4302,6212,708,5
4303,6213,458,2
4304,6214,518,5
4305,6216,638,2
4306,6217,489,3
4307,6219,682,1
4308,6220,775,4
4309,6221,327,3
4310,6223,120,2
4311,6224,570,2
4312,6228,144,1
4313,6229,589,1
4314,6230,560,1
4315,6232,683,2
4316,6236,441,3
4317,6237,433,4
4318,6238,432,1
4319,6239,437,3
4320,6240,443,3
4321,6241,749,1
4322,6242,529,5
4323,6244,85,4
4324,6246,85,5
4325,6249,500,5
4326,6253,117,4
4327,6254,140,3
4328,6255,615,5
4329,6256,35,4
4330,6259,656,5
4331,6261,77,3
4332,6262,279,3
4333,6263,277,4
4334,6264,282,5
4335,6265,281,2
4336,6266,284,2
4337,6267,73,4
4338,6268,81,4
4339,6270,375,1
4340,6271,367,1
4341,6272,378,3
4342,6273,427,5
4343,6274,418,3
4344,6275,150,3
4345,6277,150,2
4346,6278,159,1
4347,6279,201,1
4348,6280,422,2
4349,6282,172,2
4350,6284,25,1
4351,6285,259,2
4352,6286,16,4
4353,6287,347,1
4354,6288,736,5
4355,6289,314,2
4356,6291,317,5
4357,6292,323,5
4358,6293,611,2
4359,6295,163,2
4360,6297,767,3
4361,6298,545,1
4362,6299,352,4
4363,6300,740,1
4364,6301,253,4
4365,6302,738,1
4366,6303,165,1
4367,6304,25,3
4368,6305,124,4
4369,6306,343,2
4370,6307,345,2
4371,6308,769,2
4372,6309,259,3
4373,6312,86,2
4374,6313,430,4
4375,6315,154,3
4376,6316,418,3
4377,6317,278,4
4378,6318,280,4
4379,6319,79,5
4380,6320,277,2
4381,6322,75,2
4382,6323,280,2
4383,6324,75,2
4384,6326,453,3
4385,6327,337,3
4386,6329,780,4
4387,6331,548,2
4388,6332,761,2
4389,6333,348,3
4390,6334,587,3
4391,6335,173,3
4392,6336,539,2
4393,6337,735,5
4394,6338,544,3
4395,6339,580,3
4396,6340,166,3
4397,6341,171,5
4398,6342,171,4
4399,6343,606,3
4400,6344,325,5
4401,6345,539,3
4402,6347,368,4
4403,6348,378,4
4404,6349,377,5
4405,6350,376,5
4406,6351,372,1
4407,6353,366,4
4408,6354,375,5
4409,6356,428,2
4410,6357,423,3
4411,6359,237,3
4412,6360,232,2
4413,6361,230,3
4414,6362,6,5
4415,6363,721,1
4416,6364,713,4
4417,6365,85,5
4418,6366,89,4
4419,6369,334,4
4420,6373,376,1
4421,6374,366,4
4422,6375,367,3
4423,6376,375,1
4424,6377,378,4
4425,6378,368,1
4426,6379,378,5
4427,6380,376,4
4428,6381,78,3
4429,6382,538,5
4430,6383,259,5
4431,6384,131,5
4432,6385,123,3
4433,6386,168,1
4434,6387,168,2
4435,6388,306,2
4436,6389,232,1
4437,6390,20,3
4438,6391,580,1
4439,6392,357,2
4440,6393,131,1
4441,6394,164,5
4442,6395,18,1
4443,6397,19,5
4444,6400,775,2
4445,6401,673,5
4446,6403,683,5
4447,6405,48,3
4448,6406,617,1
4449,6407,566,2
4450,6408,662,2
4451,6414,676,2
4452,6415,158,5
4453,6416,153,4
4454,6417,422,3
4455,6419,202,4
4456,6420,383,3
4457,6421,464,1
4458,6422,232,2
4459,6424,729,4
4460,6425,384,1
4461,6427,464,3
4462,6429,1,5
4463,6430,239,4
4464,6435,143,5
4465,6436,109,2
4466,6438,142,5
4467,6439,628,2
4468,6441,471,5
4469,6442,249,2
4470,6443,271,1
4471,6444,478,5
4472,6445,484,2
4473,6446,402,4
4474,6447,301,2
4475,6448,577,2
4476,6450,583,4
4477,6452,309,2
4478,6453,101,5
4479,6455,501,3
4480,6457,93,5
4481,6458,82,3
4482,6459,508,2
4483,6463,93,4
4484,6465,168,5
4485,6466,361,3
4486,6467,349,5
4487,6468,133,4
4488,6470,361,2
4489,6472,530,1
4490,6473,61,3
4491,6474,414,5
4492,6475,535,3
4493,6476,414,3
4494,6477,534,5
4495,6478,445,4
4496,6479,298,3
4497,6481,445,1
4498,6482,616,4
4499,6484,445,2
4500,6485,571,2
4501,6486,544,3
4502,6488,181,3
4503,6489,150,5
4504,6490,199,4
4505,6491,155,4
4506,6492,418,5
4507,6493,423,3
4508,6494,155,2
4509,6495,153,5
4510,6496,425,2
4511,6497,155,1
4512,6500,427,1
4513,6501,147,5
4514,6502,147,1
4515,6504,158,3
4516,6505,208,2
4517,6507,200,1
4518,6508,543,1
4519,6510,184,3
4520,6512,550,2
4521,6513,777,4
4522,6514,450,5
4523,6516,87,2
4524,6517,86,2
4525,6519,83,5
4526,6520,502,2
4527,6521,87,2
4528,6522,91,5
4529,6524,385,4
4530,6525,4,2
4531,6527,558,3
4532,6529,567,3
4533,6531,691,1
4534,6533,650,3
4535,6535,589,2
4536,6537,652,3
4537,6538,453,1
4538,6539,123,5
4539,6541,760,5
4540,6542,361,1
4541,6543,174,3
4542,6544,575,2
4543,6545,128,1
4544,6546,256,3
4545,6550,376,2
4546,6551,369,1
4547,6552,372,2
4548,6553,378,4
4549,6554,377,3
4550,6557,107,2
4551,6558,185,3
4552,6560,550,5
4553,6562,690,2
4554,6566,438,1
4555,6567,438,4
4556,6571,440,2
4557,6573,440,1
4558,6574,437,2
4559,6575,594,3
4560,6577,199,2
4561,6578,417,4
4562,6579,411,4
4563,6580,750,3
4564,6581,536,1
4565,6584,409,1
4566,6586,759,4
4567,6587,65,3
4568,6589,557,2
4569,6590,136,5
4570,6591,669,1
4571,6592,683,3
4572,6594,591,3
4573,6595,383,5
4574,6596,717,1
4575,6597,519,3
4576,6598,523,4
4577,6599,720,1
4578,6602,136,5
4579,6603,214,5
4580,6606,34,1
4581,6607,318,1
4582,6608,320,1
4583,6609,126,5
4584,6611,292,3
4585,6614,768,2
4586,6615,106,3
4587,6616,179,2
4588,6617,737,5
4589,6618,211,1
4590,6619,509,5
4591,6623,88,2
4592,6625,696,5
4593,6626,436,1
4594,6628,239,2
4595,6629,629,1
4596,6631,228,1
4597,6633,628,1
4598,6636,211,2
4599,6637,157,1
4600,6638,643,4
4601,6639,282,5
4602,6640,286,3
4603,6641,282,1
4604,6644,540,3
4605,6645,348,3
4606,6646,736,4
4607,6647,167,1
4608,6648,347,3
4609,6650,357,3
4610,6651,583,4
4611,6652,173,5
4612,6653,151,2
4613,6654,209,1
4614,6657,754,3
4615,6659,448,5
4616,6662,212,5
4617,6663,52,3
4618,6664,623,2
4619,6665,253,5
4620,6666,744,2
4621,6668,605,4
4622,6669,168,4
4623,6670,367,1
4624,6672,370,1
4625,6674,375,3
4626,6675,378,1
4627,6676,376,1
4628,6677,371,4
4629,6678,366,4
4630,6679,601,2
4631,6681,744,2
4632,6682,180,1
4633,6684,580,2
4634,6685,761,5
4635,6686,222,5
4636,6688,662,3
4637,6689,445,4
4638,6691,670,1
4639,6692,28,5
4640,6693,221,2
4641,6694,331,1
4642,6695,692,2
4643,6697,697,5
4644,6699,705,2
4645,6700,698,4
4646,6701,704,5
4647,6702,695,4
4648,6703,653,5
4649,6704,372,4
4650,6706,368,1
4651,6707,376,5
4652,6708,372,5
4653,6710,377,3
4654,6711,623,3
4655,6712,617,4
4656,6714,44,2
4657,6715,29,4
4658,6716,119,1
4659,6718,346,2
4660,6719,132,1
4661,6720,766,5
4662,6721,606,1
4663,6722,313,2
4664,6723,167,5
4665,6724,127,1
4666,6725,346,3
4667,6726,103,1
4668,6730,544,4
4669,6731,182,2
4670,6732,310,2
4671,6733,131,1
4672,6734,538,3
4673,6735,65,3
4674,6737,58,4
4675,6739,535,5
4676,6741,58,5
4677,6743,748,2
4678,6745,637,2
4679,6746,727,3
4680,6749,124,5
4681,6750,611,5
4682,6751,18,1
4683,6752,263,4
4684,6753,122,4
4685,6754,765,5
4686,6755,344,3
4687,6756,108,5
4688,6757,537,1
4689,6758,541,1
4690,6759,156,4
4691,6761,158,5
4692,6762,417,5
4693,6763,156,1
4694,6764,158,4
4695,6765,425,4
4696,6766,205,1
4697,6767,296,4
4698,6769,663,4
4699,6770,142,4
4700,6772,783,3
4701,6774,436,3
4702,6775,439,3
4703,6776,443,4
4704,6777,444,3
4705,6780,147,2
4706,6782,157,5
4707,6783,156,2
4708,6784,421,5
4709,6785,154,3
4710,6786,599,1
4711,6788,657,2
4712,6789,681,2
4713,6792,146,2
4714,6793,451,5
4715,6794,646,5
4716,6798,75,4
4717,6799,78,5
4718,6800,460,1
4719,6802,697,3
4720,6803,693,2
4721,6804,695,3
4722,6806,706,1
4723,6807,703,4
4724,6808,662,1
4725,6809,450,5
4726,6810,661,1
4727,6812,782,5
4728,6813,335,3
4729,6818,127,4
4730,6820,97,3
4731,6822,427,3
4732,6824,158,3
4733,6826,159,2
4734,6827,674,5
4735,6828,696,4
4736,6829,698,4
4737,6830,705,3
4738,6832,187,3
4739,6833,513,3
4740,6834,381,3
4741,6835,722,2
4742,6837,629,1
4743,6840,194,5
4744,6842,137,1
4745,6843,562,5
4746,6844,684,3
4747,6845,591,4
4748,6846,538,3
4749,6847,304,1
4750,6850,148,2
4751,6853,422,5
4752,6854,421,1
4753,6855,419,5
4754,6856,158,5
4755,6858,155,3
4756,6859,427,5
4757,6861,340,2
4758,6862,769,2
4759,6864,133,4
4760,6866,163,5
4761,6867,581,3
4762,6868,313,2
4763,6869,744,2
4764,6870,695,3
4765,6871,693,1
4766,6872,21,2
4767,6873,174,1
4768,6874,311,3
4769,6875,543,3
4770,6876,348,5
4771,6877,769,4
4772,6878,97,4
4773,6879,548,5
4774,6881,577,5
4775,6884,180,4
4776,6885,158,3
4777,6886,209,1
4778,6887,430,4
4779,6888,152,4
4780,6889,158,3
4781,6890,154,4
4782,6892,117,2
4783,6893,20,1
4784,6894,106,1
4785,6895,182,4
4786,6896,308,4
4787,6897,345,2
4788,6898,177,4
4789,6899,151,2
4790,6901,150,3
4791,6903,69,1
4792,6905,282,1
4793,6907,385,5
4794,6908,632,1
4795,6910,470,2
4796,6911,516,2
4797,6912,2,1
4798,6915,12,5
4799,6916,704,3
4800,6917,703,5
4801,6918,703,4
4802,6919,694,1
4803,6920,697,4
4804,6921,700,1
4805,6922,271,3
4806,6923,266,1
4807,6924,479,4
4808,6925,275,4
4809,6926,393,5
4810,6927,273,2
4811,6928,343,5
4812,6929,587,4
4813,6930,262,2
4814,6931,32,4
4815,6932,118,3
4816,6933,36,1
4817,6934,742,3
4818,6935,168,5
4819,6936,541,4
4820,6937,602,2
4821,6938,261,2
4822,6939,363,4
4823,6940,316,4
4824,6941,317,1
4825,6942,326,2
4826,6943,322,3
4827,6944,320,3
4828,6946,317,4
4829,6947,322,1
4830,6952,115,1
4831,6953,30,4
4832,6954,40,5
4833,6956,679,2
4834,6957,645,5
4835,6960,416,3
4836,6963,60,4
4837,6965,66,2
4838,6966,535,3
4839,6968,750,4
4840,6970,766,2
4841,6971,165,4
4842,6972,745,1
4843,6973,539,1
4844,6974,764,5
4845,6975,362,5
4846,6977,259,1
4847,6979,607,5
4848,6982,15,2
4849,6983,126,1
4850,6984,765,1
4851,6985,102,2
4852,6987,765,3
4853,6988,346,5
4854,6989,543,5
4855,6990,126,4
4856,6991,587,2
4857,6992,310,5
4858,6993,104,1
4859,6996,178,3
4860,6997,358,1
4861,7000,17,4
4862,7001,261,3
4863,7002,134,2
4864,7003,277,2
4865,7006,753,3
4866,7007,529,1
4867,7008,60,1
4868,7009,749,4
4869,7012,704,4
4870,7014,699,4
4871,7016,701,3
4872,7017,280,4
4873,7018,277,1
4874,7019,280,1
4875,7020,68,3
4876,7021,76,4
4877,7022,182,2
4878,7024,768,1
4879,7029,261,4
4880,7031,700,5
4881,7032,697,4
4882,7034,562,5
4883,7036,116,4
4884,7038,683,4
4885,7039,563,3
4886,7040,593,5
4887,7041,224,4
4888,7042,781,5
4889,7044,616,2
4890,7045,291,4
4891,7046,596,3
4892,7047,774,5
4893,7048,659,1
4894,7049,289,5
4895,7051,551,5
4896,7052,335,5
4897,7053,463,1
4898,7054,725,1
4899,7055,485,2
4900,7056,384,1
4901,7060,717,4
4902,7061,389,3
4903,7062,236,4
4904,7064,720,4
4905,7066,630,3
4906,7067,718,3
4907,7068,435,5
4908,7069,749,4
4909,7071,647,5
4910,7072,619,4
4911,7073,114,4
4912,7074,135,2
4913,7075,116,3
4914,7076,291,2
4915,7077,53,1
4916,7080,690,5
4917,7081,649,2
4918,7082,567,2
4919,7085,28,2
4920,7086,650,3
4921,7087,445,5
4922,7089,684,4
4923,7094,283,2
4924,7095,284,2
4925,7096,280,2
4926,7097,76,4
4927,7098,70,1
4928,7099,76,1
4929,7101,652,3
4930,7103,328,5
4931,7104,217,2
4932,7105,336,4
4933,7107,617,2
4934,7108,336,2
4935,7109,562,5
4936,7110,69,2
4937,7112,276,4
4938,7113,278,4
4939,7115,706,5
4940,7116,701,4
4941,7117,697,4
4942,7118,701,5
4943,7120,703,4
4944,7121,694,4
4945,7123,701,4
4946,7124,78,1
4947,7125,284,4
4948,7127,279,5
4949,7129,278,3
4950,7130,348,4
4951,7132,22,3
4952,7133,253,4
4953,7134,737,5
4954,7135,576,4
4955,7136,602,5
4956,7137,103,3
4957,7138,169,3
4958,7139,746,2
4959,7141,453,5
4960,7145,516,3
4961,7146,549,4
4962,7147,615,1
4963,7148,112,5
4964,7149,296,3
4965,7151,624,4
4966,7152,132,5
4967,7153,183,4
4968,7154,302,3
4969,7156,184,4
4970,7158,99,4
4971,7159,326,5
4972,7160,323,2
4973,7161,321,3
4974,7162,317,1
4975,7163,319,1
4976,7164,324,5
4977,7165,318,3
4978,7167,423,4
4979,7168,148,1
4980,7169,149,4
4981,7171,201,5
4982,7172,421,4
4983,7173,150,3
4984,7174,721,2
4985,7176,388,5
4986,7177,229,2
4987,7179,494,5
4988,7181,322,5
4989,7182,704,3
4990,7183,704,3
4991,7184,700,2
4992,7185,704,4
4993,7186,697,5
4994,7188,279,3
4995,7189,71,4
4996,7192,283,1
4997,7193,74,3
4998,7194,72,5
4999,7195,77,4
5000,7196,280,1
5001,7197,286,2
5002,7198,276,5
5003,7199,326,2
5004,7200,326,3
5005,7201,324,1
5006,7202,318,1
5007,7203,318,3
5008,7204,321,1
5009,7206,317,5
5010,7208,325,1
5011,7209,656,2
5012,7210,672,1
5013,7211,676,2
5014,7212,773,4
5015,7213,332,2
5016,7214,355,4
5017,7215,102,4
5018,7216,187,4
5019,7217,635,2
5020,7220,713,4
5021,7221,379,5
5022,7230,691,2
5023,7231,566,4
5024,7232,565,4
5025,7233,450,3
5026,7234,142,5
5027,7235,675,2
5028,7236,470,4
5029,7238,226,4
5030,7239,486,3
5031,7241,461,5
5032,7242,599,1
5033,7244,699,2
5034,7245,700,4
5035,7246,705,5
5036,7247,694,2
5037,7248,697,1
5038,7252,169,1
5039,7253,160,3
5040,7255,770,1
5041,7256,92,5
5042,7259,93,5
5043,7260,508,1
5044,7261,94,3
5045,7262,506,4
5046,7263,198,1
5047,7266,424,1
5048,7268,153,1
5049,7269,200,3
5050,7271,428,5
5051,7272,206,5
5052,7273,303,3
5053,7275,184,2
5054,7276,16,4
5055,7278,263,1
5056,7279,20,2
5057,7280,161,5
5058,7283,410,2
5059,7289,406,3
5060,7290,703,1
5061,7292,372,3
5062,7294,376,2
5063,7295,377,1
5064,7296,371,2
5065,7297,168,5
5066,7299,280,2
5067,7300,278,3
5068,7302,286,4
5069,7303,338,3
5070,7304,777,5
5071,7306,571,5
5072,7307,43,1
5073,7308,138,1
5074,7309,646,4
5075,7310,556,1
5076,7312,644,3
5077,7315,573,2
5078,7316,137,5
5079,7318,71,5
5080,7319,73,2
5081,7320,81,4
5082,7321,277,5
5083,7322,73,3
5084,7324,77,5
5085,7325,68,5
5086,7326,424,4
5087,7327,151,5
5088,7328,427,3
5089,7329,154,5
5090,7332,596,5
5091,7335,39,4
5092,7336,647,2
5093,7338,224,5
5094,7339,674,2
5095,7340,375,2
5096,7341,370,1
5097,7342,366,4
5098,7345,370,4
5099,7346,368,2
5100,7347,368,4
5101,7348,369,5
5102,7350,457,2
5103,7351,299,4
5104,7352,217,3
5105,7353,292,3
5106,7354,658,5
5107,7355,647,4
5108,7356,296,3
5109,7357,696,1
5110,7358,699,5
5111,7359,694,3
5112,7360,697,3
5113,7362,600,1
5114,7363,658,2
5115,7364,595,1
5116,7366,328,2
5117,7367,650,3
5118,7368,776,5
5119,7369,557,2
5120,7370,573,5
5121,7371,181,2
5122,7372,737,3
5123,7374,24,1
5124,7375,107,5
5125,7376,585,5
5126,7377,96,3
5127,7378,308,5
5128,7379,735,5
5129,7380,17,1
5130,7383,586,2
5131,7384,212,2
5132,7385,142,3
5133,7386,79,4
5134,7387,71,4
5135,7389,284,2
5136,7390,69,5
5137,7391,68,3
5138,7392,73,4
5139,7393,362,5
5140,7394,301,4
5141,7395,741,4
5142,7397,764,5
5143,7399,210,4
5144,7401,283,2
5145,7403,76,2
5146,7405,284,5
5147,7406,75,1
5148,7408,557,1
5149,7410,620,1
5150,7412,537,4
5151,7414,764,5
5152,7415,164,2
5153,7417,745,3
5154,7418,252,5
5155,7419,177,5
5156,7420,123,1
5157,7422,509,4
5158,7423,84,2
5159,7426,87,3
5160,7428,506,2
5161,7429,554,2
5162,7430,669,2
5163,7434,31,3
5164,7435,455,5
5165,7436,539,4
5166,7437,339,1
5167,7439,134,3
5168,7440,253,2
5169,7442,306,4
5170,7443,427,4
5171,7444,424,2
5172,7445,428,4
5173,7447,424,2
5174,7448,131,4
5175,7449,607,5
5176,7451,164,2
5177,7452,182,2
5178,7453,358,1
5179,7454,161,2
5180,7456,761,2
5181,7457,175,4
5182,7458,414,3
5183,7459,416,2
5184,7462,108,1
5185,7463,356,2
5186,7464,760,3
5187,7465,358,2
5188,7466,168,3
5189,7467,771,2
5190,7468,262,4
5191,7469,249,3
5192,7470,247,3
5193,7471,272,2
5194,7472,691,1
5195,7473,445,2
5196,7474,627,3
5197,7475,218,1
5198,7476,294,1
5199,7477,652,4
5200,7478,448,1
5201,7479,583,3
5202,7481,260,5
5203,7483,353,4
5204,7484,537,5
5205,7485,769,3
5206,7487,613,1
5207,7490,506,1
5208,7491,87,4
5209,7492,88,3
5210,7493,508,3
5211,7494,82,3
5212,7496,509,4
5213,7497,421,5
5214,7498,421,4
5215,7500,202,1
5216,7501,159,2
5217,7502,425,3
5218,7503,198,5
5219,7504,422,1
5220,7506,660,4
5221,7508,643,5
5222,7510,592,5
5223,7511,203,1
5224,7512,155,1
5225,7513,157,5
5226,7515,418,1
5227,7516,419,2
5228,7517,423,2
5229,7518,208,1
5230,7519,430,4
5231,7521,489,5
5232,7522,638,5
5233,7523,461,2
5234,7524,299,3
5235,7525,563,5
5236,7527,49,1
5237,7528,42,5
5238,7534,52,2
5239,7535,616,3
5240,7536,29,5
5241,7538,51,5
5242,7541,626,1
5243,7542,451,1
5244,7543,742,2
5245,7544,768,2
5246,7545,102,4
5247,7546,741,1
5248,7547,546,2
5249,7548,138,4
5250,7549,672,4
5251,7550,275,2
5252,7551,425,1
5253,7553,148,3
5254,7554,157,4
5255,7555,158,5
5256,7557,704,1
5257,7558,706,5
5258,7560,697,1
5259,7562,697,2
5260,7563,31,4
5261,7567,625,3
5262,7568,42,2
5263,7570,209,2
5264,7571,153,4
5265,7572,428,1
5266,7573,588,2
5267,7575,307,2
5268,7576,104,4
5269,7577,494,3
5270,7579,493,1
5271,7581,521,3
5272,7582,9,1
5273,7583,190,3
5274,7585,731,1
5275,7586,586,3
5276,7587,15,3
5277,7589,361,2
5278,7590,360,2
5279,7591,754,3
5280,7592,409,1
5281,7593,407,4
5282,7595,757,4
5283,7602,738,1
5284,7603,184,2
5285,7604,96,3
5286,7605,351,1
5287,7607,320,3
5288,7608,314,4
5289,7609,314,2
5290,7610,319,2
5291,7611,319,3
5292,7612,317,3
5293,7613,316,2
5294,7614,317,1
5295,7615,324,5
5296,7616,317,4
5297,7617,167,3
5298,7618,310,5
5299,7619,765,4
5300,7620,763,1
